ncessch_school_id,unemployment_rate,pct_adults_college,pct_children_married_couple,median_household_income,act_avg,frl_pct,statename,st,sch_name,sch_type_text,level,ncessch,state_fips,state_abbrev,state_name,census_region,census_division,log_median_income,act_composite_2016,percent_taking_2016,frl_x_unemployment,high_participation,income_quartile,frl_pct_z,median_household_income_z,unemployment_rate_z
100130000275,0.0364817591204398,0.763653051858651,0.715871254162042,72469.0,16.3748473748474,0.418300653594771,,,,,,100130000275,10,DE,Delaware,South,South Atlantic,11.19091416319482,23.6,21,0.015260343684366965,0,Q4_High,-0.013808276515394359,0.8434136939930748,-1.0556693028774096
100130000276,0.0280373831775701,0.811893203883495,0.835630965005302,151750.0,18.7704517704518,0.302702702702703,,,,,,100130000276,10,DE,Delaware,South,South Atlantic,11.929989708921745,23.6,21,0.008486991664561768,0,Q4_High,-0.4975978038802556,4.115965087128915,-1.1988902291531665
100153000158,0.075028636884307,0.533549783549784,0.63972602739726,57929.0,15.6153846153846,0.533715925394548,,,,,,100153000158,10,DE,Delaware,South,South Atlantic,10.96697340172866,23.6,21,0.040043978365799426,0,Q3_Medium_High,0.46921671972208223,0.24323335751655317,-0.40189458041955395
100162000299,0.102544625902013,0.503243427791055,0.535479151426481,51103.0,17.026862026862,0.28099173553719,,,,,,100162000299,10,DE,Delaware,South,South Atlantic,10.841598482883397,23.6,21,0.02881419240221852,0,Q3_Medium_High,-0.5884604745641379,-0.03852943318418526,0.06479063837829104
100185000194,0.119109102646869,0.373791621911923,0.553511705685619,50739.0,15.996336996337,0.452631578947368,,,,,,100185000194,10,DE,Delaware,South,South Atlantic,10.834450124642151,23.6,21,0.05391254119805644,0,Q3_Medium_High,0.12987024046661302,-0.05355458053476669,0.3457326190198218
120000207982,0.0683371298405467,0.739783152627189,0.51556420233463,43352.0,21.031746031746,0.302030456852792,,,,,,120000207982,12,FL,Florida,South,South Atlantic,10.67710811724595,19.9,81,0.020639894545748886,1,Q2_Medium_Low,-0.5004112231449714,-0.35847426042142866,-0.5153859554450025
120003000013,0.121073672187322,0.732411304870716,0.360215053763441,19782.0,24.035409035409,0.37962962962963,,,,,,120003000013,12,FL,Florida,South,South Atlantic,9.892527712299787,19.9,81,0.045963153330372285,1,Q1_Low,-0.17565056059081666,-1.3313938292489125,0.37905272120622413
120003000019,0.0416253716551041,0.654947916666667,0.654781199351702,54225.0,21.6910866910867,0.430313588850174,,,,,,120003000019,12,FL,Florida,South,South Atlantic,10.900897335695076,19.9,81,0.017911963064130152,1,Q3_Medium_High,0.036467115259520726,0.09034009986118617,-0.9684310088220331
120003000020,0.0544682857816553,0.643496357960458,0.6038104543234,46554.0,22.6678876678877,0.364757709251101,,,,,,120003000020,12,FL,Florida,South,South Atlantic,10.748368208122004,19.9,81,0.019867727148550902,1,Q2_Medium_Low,-0.2378911044362186,-0.22630249718911627,-0.7506086297937992
120003000028,0.116580310880829,0.382407066617593,0.450915141430948,33354.0,26.7216117216117,0.488112927191679,,,,,,120003000028,12,FL,Florida,South,South Atlantic,10.414932984181524,19.9,81,0.056904356796957385,1,Q1_Low,0.27836339769749185,-0.7711704780343767,0.30284301989005175
120003000029,0.0298013245033113,0.810068649885583,0.683248730964467,75341.0,23.3516483516484,0.263061411549038,,,,,,120003000029,12,FL,Florida,South,South Atlantic,11.229779754319612,19.9,81,0.007839578489872004,1,Q4_High,-0.6635007577247461,0.9619637577042557,-1.1689728838954554
120006000035,0.094651789149673,0.380206479174083,0.792228390166534,65391.0,17.4908424908425,0.387903225806452,,,,,,120006000035,12,FL,Florida,South,South Atlantic,11.088139913296622,19.9,81,0.03671573433951029,1,Q4_High,-0.14102469436132203,0.5512488782034723,-0.06907590170250445
120009000039,0.209809264305177,0.545277507302824,0.746478873239437,25747.0,22.6190476190476,0.484598046581518,,,,,,120009000039,12,FL,Florida,South,South Atlantic,10.156073394450296,19.9,81,0.10167315963699418,1,Q1_Low,0.26365325434277626,-1.0851712909351263,1.884053657063188
120009000064,0.108850457782299,0.352538275584206,0.420998980632008,35256.0,20.3724053724054,0.463494667760459,,,,,,120009000064,12,FL,Florida,South,South Atlantic,10.470391006521822,19.9,81,0.05045160676538055,1,Q1_Low,0.17533340449375687,-0.692659955339855,0.17174076577004263
120009000067,0.0433620433620434,0.521657754010695,0.573690621193666,43151.0,23.1562881562882,0.296099290780142,,,,,,120009000067,12,FL,Florida,South,South Atlantic,10.672460871214069,19.9,81,0.012839470286278815,1,Q2_Medium_Low,-0.5252337741406115,-0.3667711137661179,-0.9389761702185045
120009004305,0.0813953488372093,0.647002551020408,0.396911898274296,48778.0,23.2783882783883,0.35583596214511,,,,,,120009004305,12,FL,Florida,South,South Atlantic,10.795034670519367,19.9,81,0.02896339226762523,1,Q3_Medium_High,-0.2752295501644325,-0.13450049799215727,-0.2939118959210567
